,Unnamed: 0,first_login_dt,week_year,user_id,habito,habito_dt,activacion,activacion_dt,setup,setup_dt,return,return_dt
1763,4442.0,2022-01-25,4,MLB10630395310,0.0,,1,2022-02-01,1,2022-01-26,1,2022-01-26
1764,1774.0,2022-01-10,2,MLB4600308590,0.0,,0,,0,,0,
1765,1052.0,2022-01-06,1,MLB1080718990,0.0,,1,2022-01-06,1,2022-01-06,1,2022-01-12
1766,6028.0,2022-01-05,1,MLB2601877590,0.0,,0,,0,,0,
1767,6968.0,2022-01-13,2,MLB6965218780,1.0,2022-01-25,1,2022-01-12,1,2022-01-13,1,2022-01-14
1768,10822.0,2022-01-17 00:00:00,3,MLB2683679600-1,1.0,2022-01-18 00:00:00,1,2022-01-17 00:00:00,1,2022-01-17 00:00:00,1,2022-01-16 00:00:00
1769,10500.0,2022-01-14 00:00:00,2,MLB2209231170-1,0.0,,0,,0,,1,2022-01-13 00:00:00
1770,4641.0,2022-01-09,1,MLB2587363500,1.0,2022-02-03,1,2022-01-20,1,2022-01-09,1,2022-01-14
1771,4161.0,2022-01-28,4,MLB10629416570,0.0,,0,,1,2022-02-01,1,2022-01-29
1772,9172.0,2022-01-30,4,MLB6079935800,1.0,2022-02-05,1,2022-02-02,1,2022-02-08,1,2022-01-31
1773,6462.0,2022-01-06,1,MLB5458077310,0.0,,1,2022-01-07,1,2022-01-07,1,2022-01-07
1774,,2022-01-06,1,MLB410521303900,0.0,,1,2022-01-19,1,2022-01-06,1,2022-01-18
1775,3529.0,2022-01-26,4,MLB3267383410,0.0,,0,,0,,0,
1776,,2022-01-17,3,MLB41986761220,0.0,,0,,1,2022-01-17,0,
1777,11128.0,2022-01-07 00:00:00,1,MLB7982287540,0.0,,0,,0,,1,2022-02-01 00:00:00
1778,,2022-01-30,4,MLB42482959440,1.0,2022-02-24,1,2022-02-19,1,2022-02-21,1,2022-01-31
1779,2393.0,2022-01-09,1,MLB991879190,0.0,,0,,0,,0,
1780,,2022-01-23,3,MLB410617575110,1.0,2022-02-04,1,2022-01-23,1,2022-01-23,1,2022-01-24
1781,1615.0,2022-01-18,3,MLB10590127230,0.0,,0,,0,,0,
1782,9114.0,2022-01-18,3,MLB1519466070,0.0,,0,,1,2022-01-18,1,2022-01-31
1783,3626.0,2022-01-22,3,MLB2954026230,0.0,,1,2022-01-22,0,,1,2022-01-24
1784,9994.0,2022-01-07,1,MLB2872266190,0.0,,1,2022-01-05,0,,0,
1785,10075.0,2022-01-29 00:00:00,4,MLB8168907960-1,,,0,,1,2022-02-02 00:00:00,1,2022-01-30 00:00:00
1786,3858.0,2022-01-03,1,MLB1830400320,0.0,,0,,0,,0,
1787,5636.0,2022-01-06,1,MLB7068244610,0.0,,0,,0,,1,2022-01-16
1788,,2022-01-15,2,MLB4499166910,0.0,,0,,0,,0,
1789,11349.0,2022-01-10 00:00:00,2,MLB10544863290,0.0,,0,,1,2022-01-10 00:00:00,0,
1790,1480.0,2022-01-11,2,MLB1403371740,0.0,,1,2022-01-10,0,,1,2022-01-15
1791,10118.0,2022-01-13 00:00:00,2,MLB7173500140-1,,,1,2022-01-19 00:00:00,1,2022-01-13 00:00:00,1,2022-01-14 00:00:00
1792,468.0,2022-01-05,1,MLB1523990070,0.0,,0,,0,,0,
1793,5292.0,2022-01-30,4,MLB2625097600,0.0,,1,2022-02-07,0,,1,2022-02-02
1794,,2022-01-10,2,MLB47657408270,0.0,,1,2022-01-10,1,2022-01-10,0,
1795,4009.0,2022-01-16,2,MLB326009090,0.0,,0,,0,,0,
1796,6305.0,2022-01-15,2,MLB2624219750,0.0,,1,2022-01-22,1,2022-01-15,1,2022-01-18
1797,10404.0,2022-01-17 00:00:00,3,MLB190764830-1,,,0,,0,,0,
1798,1749.0,2022-01-06,1,MLB2093161270,0.0,,1,2022-01-06,0,,0,
1799,11204.0,2022-01-14 00:00:00,2,MLB10567389600,0.0,,0,,1,2022-01-19 00:00:00,1,2022-01-15 00:00:00
1800,2002.0,2022-01-12,2,MLB341862070,0.0,,0,,0,,0,
1801,10377.0,2022-01-10 00:00:00,2,MLB3113526990-1,,,1,2022-01-08 00:00:00,1,2022-01-10 00:00:00,1,2022-01-27 00:00:00
1802,,2022-01-19,3,MLB47012936990,0.0,,0,,1,2022-02-03,1,2022-01-29
1803,2991.0,2022-01-17,3,MLB10584282390,0.0,,1,2022-02-12,1,2022-02-01,1,2022-01-29
1804,4365.0,2022-01-17,3,MLB2416292510,0.0,,0,,0,,0,
1805,9762.0,2022-01-12,2,MLB1312164300,0.0,,0,,0,,1,2022-01-13
1806,3550.0,2022-01-27,4,MLB5182189660,0.0,,0,,0,,0,
1807,1885.0,2022-01-18,3,MLB1472890890,0.0,,0,,0,,1,2022-02-07
1808,,2022-01-10,2,MLB46873752690,0.0,,1,2022-01-10,1,2022-01-10,1,2022-01-20
1809,3994.0,2022-01-13,2,MLB1029542010,0.0,,1,2022-01-13,0,,0,
1810,851.0,2022-01-30,4,MLB10619766900,1.0,2022-01-31,1,2022-01-30,1,2022-02-14,1,2022-01-31
1811,3612.0,2022-01-04,1,MLB10508793500,0.0,,0,,0,,1,2022-01-12
1812,8139.0,2022-01-19,3,MLB5410915250,0.0,,1,2022-01-19,1,2022-01-19,1,2022-01-23
1813,347.0,2022-01-11,2,MLB1179774720,0.0,,1,2022-01-23,0,,1,2022-01-12
1814,11470.0,2022-01-25 00:00:00,4,MLB10617444300,0.0,,0,,0,,0,
